id,ms_subclass,ms_zoning,street,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,heating,heating_qc,central_air,electrical,low_qual_fin_sf,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_finish,garage_cars,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,misc_val,mo_sold,yr_sold,sale_type,saleprice,age_sold,age_since_remod,age_garage,total_bath,total_bedroom,total_sqft
1583,80,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,SLvl,6,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,219.0,4,3,CBlock,4,3,3,6,783.0,1,GasA,5,1,SBrkr,0,1,4,5,Typ,1,2,Attchd,2,2.0,3,3,1,224,0,0,0,0,0,8,2008,WD ,175000,20,19,20.0,3.0,3,3570.0
2858,70,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,3,3,BrkTil,3,4,1,5,216.0,1,GasA,4,1,SBrkr,0,1,4,7,Typ,1,4,Detchd,1,3.0,3,3,1,0,35,272,0,0,0,2,2006,WD ,140000,91,36,8.0,2.0,3,3115.0
2265,20,RL,Pave,Reg,Lvl,AllPub,CulDSac,Gtl,Timber,Norm,Norm,1Fam,1Story,7,7,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,4,3,1,5,215.0,4,GasA,4,1,SBrkr,0,1,4,6,Typ,0,0,Attchd,1,2.0,3,3,1,232,0,0,0,0,0,7,2007,WD ,174000,22,22,22.0,3.0,3,3033.0
1088,80,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,182.0,4,3,PConc,4,3,4,6,655.0,1,GasA,5,1,SBrkr,0,1,4,5,Typ,0,0,Attchd,3,2.0,3,3,1,212,0,0,0,0,0,7,2008,WD ,190000,3,3,3.0,3.0,2,2422.0
698,70,RM,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,8,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,CBlock,3,3,1,1,0.0,1,GasA,5,1,SBrkr,0,1,3,7,Typ,0,0,0,0,0.0,0,0,0,0,0,176,0,0,0,3,2009,WD ,129000,99,7,0.0,2.0,3,1968.0
1896,20,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,Gable,CompShg,MetalSd,MetalSd,BrkFace,136.0,3,4,CBlock,3,3,2,5,1386.0,1,GasA,4,1,SBrkr,0,1,4,6,Typ,1,4,Attchd,2,2.0,3,3,1,0,0,0,0,201,0,7,2007,WD ,200000,48,16,48.0,3.0,3,3754.0
628,60,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,6,Gable,CompShg,VinylSd,VinylSd,BrkFace,576.0,3,4,CBlock,4,3,1,3,448.0,1,GasA,3,1,SBrkr,0,1,4,8,Typ,1,4,Attchd,3,1.0,3,3,1,0,72,0,0,252,0,6,2009,WD ,193500,41,41,41.0,3.0,4,3547.0
1212,20,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,Hip,CompShg,HdBoard,HdBoard,Stone,260.0,3,3,CBlock,4,3,1,3,787.0,1,GasA,5,1,SBrkr,0,1,3,6,Typ,0,0,Attchd,2,2.0,3,4,1,0,0,0,0,0,0,7,2008,WD ,145000,44,44,44.0,2.0,3,2688.0
2864,50,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,7,Gable,CompShg,Stucco,Wd Sdng,BrkFace,270.0,4,4,BrkTil,3,3,1,5,526.0,1,GasA,5,1,FuseA,0,1,3,7,Typ,1,4,Detchd,1,2.0,3,3,1,0,0,0,0,0,0,2,2006,WD ,218000,77,56,43.0,2.0,4,3144.0
2740,20,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,232.0,3,3,Slab,0,0,0,0,0.0,0,GasA,4,1,SBrkr,0,1,3,7,Typ,1,5,Attchd,2,2.0,3,3,1,0,189,36,0,348,0,4,2006,WD ,135000,54,4,4.0,1.0,3,2057.0
2560,20,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,6,Gable,CompShg,Wd Sdng,Plywood,Stone,150.0,3,4,CBlock,3,3,2,2,40.0,1,GasA,5,1,SBrkr,0,1,3,6,Min1,1,4,Attchd,2,1.0,3,3,1,0,40,324,0,0,0,7,2006,WD ,146500,54,54,54.0,2.0,2,3308.0
1716,120,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,Stone,256.0,4,3,PConc,4,3,3,5,20.0,1,GasA,5,1,SBrkr,0,1,4,6,Typ,1,4,Attchd,2,2.0,3,3,1,192,28,0,0,0,0,6,2007,WD ,194700,2,1,2.0,2.0,2,3184.0
1130,20,FV,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,CemntBd,CmentBd,Stone,210.0,4,3,PConc,4,3,1,6,902.0,1,GasA,5,1,SBrkr,0,1,4,6,Typ,0,0,Attchd,3,2.0,3,3,1,168,168,0,0,0,0,4,2008,New,230348,1,0,0.0,3.0,2,2898.0
201,30,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,6,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,2,2,1,5,960.0,1,GasA,3,1,SBrkr,0,1,3,5,Typ,1,4,Detchd,1,1.0,3,3,1,0,0,128,0,0,0,3,2010,WD ,109500,87,60,87.0,2.0,2,2480.0
2886,20,RL,Pave,IR1,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,6,6,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,4,3,4,6,776.0,1,GasA,3,1,SBrkr,0,1,2,6,Typ,1,3,Attchd,3,2.0,3,3,1,136,28,0,0,0,0,9,2006,WD ,242500,27,27,27.0,3.0,3,3826.0
2328,160,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,2Story,7,7,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,4,PConc,4,4,1,6,495.0,3,GasA,4,1,SBrkr,0,1,4,5,Typ,1,3,Attchd,2,2.0,4,3,1,441,35,0,0,0,0,6,2006,WD ,239000,19,19,19.0,3.0,2,3335.0
2583,20,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,176.0,3,4,CBlock,3,3,1,5,824.0,1,GasA,5,1,SBrkr,0,1,4,6,Typ,0,0,Attchd,2,1.0,3,3,1,0,0,0,0,0,0,6,2006,WD ,156000,52,6,52.0,2.0,3,2386.0
1206,20,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,3,288.0,1,GasA,5,1,SBrkr,0,1,3,5,Typ,0,0,Detchd,1,1.0,3,3,1,0,0,0,0,0,0,7,2008,WD ,109008,51,51,44.0,1.0,3,2166.0
2242,50,RM,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,2,4,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,0,0,0,0,0.0,0,GasA,5,1,SBrkr,205,1,3,4,Maj2,0,0,Detchd,1,1.0,3,2,0,48,0,0,0,0,0,3,2007,WD ,68104,68,57,57.0,1.0,1,1101.0
1105,60,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,Gable,CompShg,VinylSd,VinylSd,BrkFace,466.0,4,3,PConc,4,3,3,1,0.0,1,GasA,5,1,SBrkr,0,1,4,9,Typ,1,3,Attchd,2,3.0,3,3,1,192,87,0,0,0,0,6,2008,WD ,290000,13,13,13.0,3.0,4,4494.0
121,20,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4,3,1,4,1059.0,1,GasA,4,1,SBrkr,0,1,3,6,Typ,0,0,Attchd,2,2.0,3,3,1,0,0,120,0,0,0,4,2010,ConLD,159000,44,44,44.0,2.0,3,2922.0
1223,70,RL,Pave,IR1,Bnk,AllPub,Inside,Mod,BrkSide,RRAn,Feedr,1Fam,2Story,4,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,PConc,3,3,1,3,120.0,1,GasA,3,1,SBrkr,0,1,3,5,Typ,0,0,Basment,1,1.0,2,3,1,0,0,0,0,0,0,9,2008,WD ,87000,71,58,71.0,1.0,2,1485.0
265,20,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,479.0,4,3,PConc,4,3,3,6,1358.0,1,GasA,5,1,SBrkr,0,1,4,6,Typ,1,3,Attchd,2,2.0,3,3,1,180,0,0,0,0,2000,5,2010,WD ,272000,9,8,9.0,3.0,3,3852.0
2813,20,RL,Pave,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,2,6,996.0,1,GasA,5,1,SBrkr,0,1,4,6,Typ,0,0,Attchd,1,2.0,3,3,1,136,43,0,0,0,0,9,2006,New,198000,1,0,1.0,3.0,3,3174.0
1294,50,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,BrkTil,3,3,1,1,0.0,1,GasA,4,1,FuseA,0,1,3,8,Mod,0,0,Detchd,1,2.0,3,3,1,187,0,0,0,0,0,5,2008,WD ,119164,68,23,50.0,2.0,2,2897.0
2745,20,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,Slab,0,0,0,0,0.0,0,GasA,4,1,SBrkr,0,1,3,5,Min2,1,4,0,0,0.0,0,0,0,0,36,190,0,0,0,4,2006,WD ,93000,52,52,0.0,1.0,3,1124.0
1094,60,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,647.0,4,3,PConc,4,3,3,6,544.0,1,GasA,5,1,SBrkr,0,1,3,8,Typ,1,3,Attchd,2,2.0,3,3,1,108,0,0,0,0,0,7,2008,WD ,226750,8,7,8.0,3.0,3,3305.0
651,190,RL,Pave,IR1,Bnk,AllPub,Corner,Mod,OldTown,Artery,Artery,2fmCon,2Story,3,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,2,3,2,4,440.0,1,GasA,3,1,SBrkr,0,2,3,7,Typ,0,0,CarPort,1,2.0,2,2,1,0,74,0,0,0,0,8,2009,WD ,95000,109,39,89.0,3.0,3,3097.0
198,50,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,3,300.0,1,GasA,3,1,SBrkr,0,1,3,6,Typ,0,0,Detchd,1,1.0,3,3,P,221,0,48,0,0,0,3,2010,WD ,139900,62,60,62.0,2.0,3,2508.0
131,30,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,3,2,Gable,CompShg,Wd Sdng,Plywood,None,0.0,3,1,CBlock,3,3,1,1,0.0,1,GasA,5,1,SBrkr,0,1,2,6,Mod,0,0,0,0,0.0,0,0,1,263,0,0,0,0,450,5,2010,WD ,76500,70,44,0.0,1.0,3,2034.0
1258,30,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7,Gambrel,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,3,3,1,1,0.0,1,GasA,4,1,SBrkr,0,1,3,4,Typ,0,0,Detchd,1,1.0,3,3,0,88,108,0,0,0,0,7,2008,WD ,86900,68,3,11.0,1.0,2,1652.0
1599,20,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,Plywood,Plywood,None,0.0,3,4,CBlock,3,3,1,5,785.0,1,GasA,5,1,SBrkr,0,1,4,6,Typ,0,0,Attchd,1,1.0,3,3,1,81,0,0,0,0,500,2,2008,WD ,152500,40,40,40.0,2.0,3,2530.0
1508,20,RL,Pave,Reg,Bnk,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,MetalSd,MetalSd,Stone,115.0,3,3,CBlock,4,3,1,3,767.0,1,GasA,3,1,SBrkr,0,1,3,5,Typ,0,0,Attchd,2,1.0,3,3,1,134,0,0,0,0,3000,5,2008,WD ,99000,55,55,55.0,1.0,2,2127.0
615,30,RL,Pave,Reg,HLS,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,4,7,Hip,CompShg,VinylSd,VinylSd,None,0.0,2,3,CBlock,3,3,1,2,280.0,1,GasA,4,1,SBrkr,0,1,2,5,Typ,0,0,0,0,0.0,0,0,1,164,0,0,0,0,0,12,2009,WD ,82500,69,59,0.0,1.0,2,1128.0
1815,120,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,Gable,CompShg,Plywood,ImStucc,None,0.0,4,3,PConc,4,3,1,6,430.0,1,GasA,4,1,SBrkr,0,1,4,5,Typ,0,0,Attchd,2,2.0,3,3,1,0,0,52,0,0,0,7,2007,WD ,179200,15,15,15.0,3.0,2,3679.0
2712,20,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3,3,1,5,773.0,1,GasA,4,1,SBrkr,0,1,3,6,Typ,0,0,Attchd,3,1.0,3,3,1,0,88,0,0,0,0,6,2006,WD ,142500,40,40,40.0,2.0,3,2404.0
2051,20,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,3,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,3,513.0,2,GasA,3,1,SBrkr,0,1,3,5,Typ,0,0,Detchd,1,2.0,3,3,0,0,0,0,0,0,0,7,2007,WD ,115400,43,43,43.0,2.0,3,2450.0
1863,60,FV,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,6,738.0,1,GasA,5,1,SBrkr,0,1,4,7,Typ,1,3,Attchd,3,2.0,3,3,1,0,235,0,0,0,0,5,2007,WD ,226000,6,6,6.0,4.0,3,3636.0
2510,160,FV,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,GasA,5,1,SBrkr,80,1,4,4,Typ,0,0,Detchd,2,2.0,3,3,1,0,166,0,0,0,0,4,2006,WD ,144152,1,1,1.0,3.0,2,2280.0
1069,60,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,221.0,4,3,PConc,5,3,4,1,0.0,1,GasA,5,1,SBrkr,0,1,4,9,Typ,1,4,BuiltIn,3,3.0,3,3,1,268,58,0,0,0,0,7,2008,WD ,370000,5,5,5.0,3.0,4,5250.0
336,20,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,4,3,2,3,207.0,6,GasA,3,1,SBrkr,0,1,4,5,Typ,0,0,Attchd,1,2.0,3,3,1,431,0,0,0,0,0,4,2010,WD ,149900,26,26,26.0,2.0,2,2161.0
2417,60,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,GasA,4,1,SBrkr,0,1,3,8,Typ,0,0,Attchd,2,2.0,3,3,1,0,0,0,0,0,0,5,2006,New,172785,0,0,0.0,3.0,3,2613.0
1962,20,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,8,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,1,5,398.0,4,GasA,4,1,SBrkr,0,1,4,5,Typ,0,0,Detchd,2,2.0,3,3,1,194,0,0,0,0,0,7,2007,WD ,129000,57,5,27.0,2.0,3,2448.0
372,20,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,4,CBlock,4,2,1,1,0.0,1,GasA,3,1,SBrkr,0,1,3,7,Typ,1,3,Attchd,1,2.0,3,3,1,192,0,0,0,0,0,1,2009,WD ,181000,30,11,30.0,2.0,3,3383.0
2578,80,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,6,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,272.0,3,3,CBlock,3,3,3,4,678.0,3,GasA,5,1,SBrkr,0,1,3,6,Typ,1,3,Basment,2,1.0,3,3,1,191,0,0,0,120,0,2,2006,WD ,148000,50,50,50.0,2.0,3,2728.0
2824,20,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,3,6,475.0,5,GasA,5,1,SBrkr,0,1,4,4,Typ,0,0,0,0,0.0,0,0,0,32,0,0,0,0,0,4,2006,WD ,117250,4,4,0.0,2.0,2,1828.0
471,120,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,4,3,PConc,4,3,3,6,16.0,1,GasA,5,1,SBrkr,0,1,4,7,Typ,1,3,Attchd,3,2.0,3,3,1,143,20,0,0,0,0,5,2009,WD ,192500,4,3,4.0,2.0,2,3358.0
1544,160,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blueste,Norm,Norm,Twnhs,2Story,6,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,4,3,1,2,81.0,6,GasA,3,1,SBrkr,0,1,3,6,Typ,1,3,Attchd,3,2.0,3,3,1,161,0,0,0,0,0,7,2008,COD,151000,28,28,28.0,4.0,3,2724.0
2141,20,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,1,2,138.0,3,GasA,3,1,SBrkr,0,1,3,5,Typ,0,0,Detchd,1,2.0,3,3,1,96,0,0,0,0,0,3,2007,WD ,112500,35,35,27.0,2.0,3,2225.0
2008,30,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,Stucco,Stucco,None,0.0,3,2,BrkTil,3,3,1,4,645.0,1,GasA,3,1,SBrkr,0,1,3,6,Maj1,1,4,Detchd,1,2.0,3,3,1,0,0,216,0,126,0,5,2007,WD ,144000,87,57,35.0,1.0,3,2577.0
1075,120,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,Hip,CompShg,MetalSd,MetalSd,BrkFace,714.0,5,3,PConc,5,3,1,6,1204.0,1,GasA,5,1,SBrkr,0,1,5,6,Typ,1,4,Attchd,2,3.0,3,3,1,210,0,0,0,0,0,6,2008,New,370967,1,0,0.0,3.0,2,4544.0
34,160,RL,Pave,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,6,Gable,CompShg,Plywood,Brk Cmn,None,0.0,3,3,CBlock,3,3,1,5,514.0,1,GasA,3,1,SBrkr,0,1,4,6,Typ,1,3,Attchd,1,2.0,3,3,1,173,0,0,0,0,0,6,2010,WD ,149900,35,35,35.0,3.0,3,2751.0
847,60,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,95.0,4,3,PConc,4,3,1,1,0.0,1,GasA,5,1,SBrkr,0,1,4,7,Typ,0,0,Attchd,2,2.0,3,3,1,144,68,0,0,0,0,7,2009,WD ,195000,7,7,7.0,3.0,3,2984.0
1629,80,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,170.0,3,3,PConc,4,3,1,1,0.0,1,GasA,4,1,SBrkr,0,1,4,7,Typ,1,3,Attchd,3,2.0,3,3,1,100,25,0,0,0,0,7,2007,WD ,163900,15,15,15.0,3.0,3,2258.0
2073,20,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1Story,6,5,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,136.0,3,3,PConc,4,3,1,4,299.0,2,GasA,5,1,SBrkr,0,1,3,7,Typ,1,3,Attchd,3,2.0,3,3,1,0,77,0,0,168,0,2,2007,WD ,182000,23,23,23.0,2.0,3,3264.0
960,20,RL,Pave,IR1,HLS,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,9,5,Gable,CompShg,CemntBd,CmentBd,Stone,246.0,5,3,CBlock,5,3,4,6,1758.0,1,GasA,5,1,SBrkr,0,1,5,9,Typ,1,5,Attchd,3,3.0,3,3,1,90,154,0,0,0,0,7,2009,WD ,410000,1,1,1.0,3.0,3,5006.0
955,20,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4,3,1,4,55.0,1,GasA,3,1,SBrkr,0,1,3,5,Typ,0,0,Detchd,1,2.0,3,3,1,0,0,0,0,0,0,4,2009,COD,152000,18,18,18.0,3.0,2,3849.0
2476,60,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,172.0,4,3,PConc,4,3,1,1,0.0,1,GasA,5,1,SBrkr,0,1,4,8,Typ,0,0,Attchd,3,2.0,3,3,1,144,101,0,0,0,0,4,2006,WD ,184000,1,1,1.0,3.0,3,3039.0
1590,90,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,200.0,3,4,PConc,4,4,4,6,1309.0,1,GasA,5,1,SBrkr,0,2,3,8,Typ,0,0,Attchd,3,4.0,3,3,1,0,0,0,0,0,0,11,2008,WD ,206300,11,10,11.0,4.0,2,3472.0
2913,90,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,Duplex,1Story,5,5,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3,3,1,4,149.0,1,GasA,3,1,SBrkr,0,2,3,8,Typ,0,0,2Types,1,3.0,3,3,1,0,0,0,0,0,0,3,2006,WD ,146500,36,36,36.0,2.0,4,4232.0
149,50,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,4,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,1,0.0,1,GasA,3,1,FuseA,0,1,3,5,Typ,0,0,Attchd,1,1.0,3,3,1,0,0,0,0,0,0,2,2010,WD ,108000,54,54,54.0,1.0,3,2432.0
2525,80,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,7,6,Gable,CompShg,MetalSd,MetalSd,BrkFace,143.0,3,3,CBlock,3,3,1,1,0.0,1,GasA,4,1,SBrkr,0,1,4,8,Typ,1,3,Attchd,2,2.0,3,3,1,0,98,0,0,0,0,9,2006,WD ,170000,38,14,38.0,3.0,4,2977.0
1470,120,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,205.0,4,3,PConc,4,3,2,6,662.0,1,GasA,5,1,SBrkr,0,1,4,3,Typ,0,0,Attchd,2,2.0,3,3,1,140,0,0,0,0,0,2,2008,WD ,145000,4,4,4.0,2.0,1,2116.0
412,120,RL,Pave,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,Twnhs,1Story,7,5,Gable,CompShg,Plywood,Brk Cmn,None,0.0,3,3,CBlock,4,3,1,5,435.0,2,GasA,3,1,SBrkr,0,1,3,4,Typ,1,2,Attchd,2,2.0,3,3,1,0,27,0,0,0,0,8,2009,WD ,123000,34,34,34.0,3.0,2,2552.0
1399,120,RL,Pave,Reg,HLS,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,4,3,2,6,1003.0,1,GasA,5,1,SBrkr,0,1,4,6,Typ,1,4,Attchd,1,2.0,3,3,1,307,0,0,0,0,0,11,2008,WD ,173000,12,11,12.0,2.0,2,3013.0
183,30,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,8,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,BrkTil,3,3,1,1,0.0,1,GasA,4,1,SBrkr,0,1,3,5,Typ,0,0,Detchd,1,2.0,3,3,1,106,0,0,0,0,0,5,2010,WD ,105900,82,7,5.0,1.0,2,1828.0
